state,YYYY-MM-DD,daily_rain,max_temp,min_temp,radiation,rh_tmax,rh_tmin
NSW,2022-10-07,4.3,19.51,11.63,10.19,69.25,99.35
NSW,2022-10-08,10.64,18.99,12.41,11.39,69.58,97.64
NSW,2022-10-09,21.28,16.98,8.04,19.95,54.89,94.78
NSW,2022-10-10,1.46,18.49,5.25,21.14,48.51,97.33
NSW,2022-10-11,0.61,19.97,8.43,18.74,51.43,96.91
NSW,2022-10-12,0.44,19.85,9.75,16.36,57.31,97.73
NSW,2022-10-13,3.63,20.43,11.8,14.47,58.18,94.02
NSW,2022-10-14,10.08,19.51,11.69,18.81,60.56,94.54
NSW,2022-10-15,1.31,20.41,6.93,23.45,46.93,96.23
NSW,2022-10-16,0.09,20.49,7.99,21.03,50.97,96.98
NSW,2022-10-17,1.41,19.91,8.93,18.67,54.03,96.95
NSW,2022-10-18,1.58,21.15,9.9,17.41,54.94,98.97
NSW,2022-10-19,1.79,22.05,12.71,15.85,61.04,98.45
NSW,2022-10-20,6.57,21.75,14.06,12.75,66.48,98.93
NSW,2022-10-21,10.84,22.34,15.64,12.85,70.66,99.31
NSW,2022-10-22,12.22,22.85,15.18,14.41,67.43,99.41
NSW,2022-10-23,10.55,21.94,14.41,15.91,68.16,98.65
NSW,2022-10-24,14.32,21.68,14.49,14.03,66.03,97.39
NSW,2022-10-25,11.9,23.97,13.8,19.48,60.02,98.68
NSW,2022-10-26,4.88,24.04,13.53,21.25,56.88,98.19
NSW,2022-10-27,2.18,23.74,12.73,21.08,52.29,95.13
NSW,2022-10-28,2.13,20.85,10.93,24.16,45.56,83.81
NSW,2022-10-29,1.41,21.24,9.23,26.02,41.23,86.05
NSW,2022-10-30,0.12,22.57,7.9,23.94,40.79,93.16
NSW,2022-10-31,2.7,23.79,13.05,12.69,55.17,96.32
NSW,2022-11-01,25.69,17.32,11.44,18.91,57.49,83.16
NSW,2022-11-02,5.34,15.79,6.31,23.15,43.21,80.29
NSW,2022-11-03,0.55,18.5,6.05,22.72,43.81,91.05
NSW,2022-11-04,0.34,20.32,6.72,22.06,48.92,98.49
NSW,2022-11-05,0.23,21.92,9.19,22.26,49.87,98.28
NSW,2022-11-06,0.31,23.37,9.98,23.95,49.0,98.23
NSW,2022-11-07,1.47,23.45,11.29,22.67,51.44,98.22
NSW,2022-11-08,2.54,23.22,10.95,24.21,50.84,98.26
NSW,2022-11-09,1.25,24.21,11.07,26.86,48.53,98.02
NSW,2022-11-10,0.2,24.07,11.35,26.3,44.09,92.29
NSW,2022-11-11,1.31,24.26,12.09,19.77,49.87,97.19
NSW,2022-11-12,1.36,26.66,12.92,22.87,51.41,98.77
NSW,2022-11-13,8.41,24.55,15.71,12.87,63.43,98.28
NSW,2022-11-14,26.05,23.01,14.84,23.1,55.27,90.22
NSW,2022-11-15,1.63,20.24,10.58,23.08,50.03,89.46
NSW,2022-11-16,0.45,17.67,7.78,23.89,43.55,81.5
NSW,2022-11-17,0.69,19.07,5.13,28.34,38.84,91.44
NSW,2022-11-18,0.06,21.94,6.75,28.45,40.33,94.7
NSW,2022-11-19,0.15,25.24,10.16,23.87,41.77,94.72
NSW,2022-11-20,4.09,23.3,14.24,26.81,47.64,80.9
NSW,2022-11-21,1.69,19.94,10.58,25.23,42.63,74.36
NSW,2022-11-22,0.91,19.21,7.58,25.43,35.86,75.09
NSW,2022-11-23,0.17,22.8,8.81,26.24,40.5,91.09
NSW,2022-11-24,0.2,24.56,9.16,29.18,41.76,96.31
NSW,2022-11-25,0.85,25.35,10.57,28.91,43.57,96.45
NSW,2022-11-26,0.16,26.22,10.63,28.66,39.0,92.61
NSW,2022-11-27,0.07,27.67,13.8,20.55,42.12,92.77
NSW,2022-11-28,2.66,23.91,13.05,25.62,49.72,92.12
NSW,2022-11-29,0.53,24.18,10.63,29.52,40.25,90.24
NSW,2022-11-30,0.19,23.4,11.61,22.62,45.67,90.57
NSW,2022-12-01,1.22,21.92,12.4,17.58,54.26,93.66
NSW,2022-12-02,3.72,23.57,12.21,23.95,47.96,92.8
NSW,2022-12-03,0.92,25.46,11.27,28.49,43.52,95.11
NSW,2022-12-04,0.25,26.95,11.93,27.31,42.85,95.52
NSW,2022-12-05,0.42,28.32,13.12,24.56,41.24,93.81
NSW,2022-12-06,1.51,25.64,12.22,27.9,42.22,91.12
NSW,2022-12-07,0.14,25.94,11.22,19.58,40.88,92.89
NSW,2022-12-08,1.29,22.27,11.64,30.12,38.36,74.63
NSW,2022-12-09,0.38,21.85,7.75,25.35,37.52,86.69
NSW,2022-12-10,0.4,24.34,9.74,25.15,40.63,92.32
NSW,2022-12-11,0.21,29.45,11.71,26.72,36.1,93.3
NSW,2022-12-12,5.04,23.85,16.1,17.6,58.27,88.95
NSW,2022-12-13,5.62,22.92,8.47,28.61,36.48,86.16
NSW,2022-12-14,0.96,20.91,8.45,26.66,40.24,85.94
NSW,2022-12-15,0.86,21.54,6.95,28.87,34.45,84.38
NSW,2022-12-16,0.54,21.84,8.27,26.82,38.4,86.53
NSW,2022-12-17,0.41,22.83,9.54,26.81,38.85,85.85
NSW,2022-12-18,0.67,23.01,10.83,26.12,42.21,86.84
NSW,2022-12-19,0.39,23.69,10.37,28.47,36.78,81.37
NSW,2022-12-20,0.02,24.25,9.52,28.53,35.58,85.32
NSW,2022-12-21,0.22,25.73,10.63,28.12,37.22,89.63
NSW,2022-12-22,0.43,24.08,12.79,15.93,48.67,91.43
NSW,2022-12-23,3.37,27.22,14.37,21.93,50.69,97.49
NSW,2022-12-24,3.32,28.75,15.07,24.64,48.69,98.26
NSW,2022-12-25,1.53,30.67,14.27,29.64,42.88,98.34
NSW,2022-12-26,0.71,31.91,15.69,29.1,41.14,94.78
NSW,2022-12-27,0.17,31.3,15.36,30.89,37.76,88.58
NSW,2022-12-28,0.27,31.2,15.89,28.51,35.67,84.92
NSW,2022-12-29,0.38,27.0,15.89,18.76,50.27,91.15
NSW,2022-12-30,3.01,27.39,16.43,19.87,52.63,93.63
NSW,2022-12-31,4.3,28.71,16.02,24.44,47.98,95.19
NSW,2023-01-01,1.29,29.68,17.27,24.78,47.99,93.74
NSW,2023-01-02,1.64,29.8,17.07,24.54,45.02,91.29
NSW,2023-01-03,1.67,31.05,16.03,27.48,43.48,95.66
NSW,2023-01-04,2.1,27.25,16.31,21.76,52.15,92.34
NSW,2023-01-05,7.67,23.72,14.61,19.13,53.04,87.31
NSW,2023-01-06,2.42,23.87,12.49,22.08,48.78,91.28
NSW,2023-01-07,3.95,25.71,13.53,24.78,45.57,89.69
NSW,2023-01-08,1.01,28.26,13.59,29.22,38.23,88.65
NSW,2023-01-09,0.05,31.43,13.14,30.97,33.88,91.11
NSW,2023-01-10,0.01,30.87,14.28,29.82,35.22,86.64
NSW,2023-01-11,0.01,30.27,16.32,26.7,38.41,85.05
NSW,2023-01-12,0.04,31.79,17.0,26.44,39.93,89.56
NSW,2023-01-13,1.19,31.17,16.7,26.08,41.87,92.65
NSW,2023-01-14,0.49,30.25,17.19,26.18,42.43,87.74
NSW,2023-01-15,1.03,32.04,16.21,27.84,38.02,91.47
NSW,2023-01-16,1.93,30.4,17.51,25.04,44.26,88.81
NSW,2023-01-17,1.71,30.82,16.94,27.95,42.78,90.54
NSW,2023-01-18,0.91,30.35,17.07,19.99,44.99,91.28
NSW,2023-01-19,7.54,24.37,15.0,19.04,54.91,90.57
NSW,2023-01-20,3.2,24.79,13.49,20.09,49.43,92.41
NSW,2023-01-21,1.16,26.57,13.33,24.16,42.43,91.19
NSW,2023-01-22,3.8,23.66,15.17,14.64,58.68,94.37
NSW,2023-01-23,5.81,27.02,14.0,23.14,49.09,98.29
NSW,2023-01-24,1.45,29.28,14.48,23.86,44.76,96.73
NSW,2023-01-25,3.31,30.94,14.59,28.2,41.93,96.9
NSW,2023-01-26,0.31,33.54,15.59,25.23,35.79,91.35
NSW,2023-01-27,1.68,30.8,16.79,23.11,43.04,91.59
NSW,2023-01-28,1.35,33.92,16.67,27.5,38.42,93.87
NSW,2023-01-29,0.63,29.57,20.26,14.19,54.34,88.47
NSW,2023-01-30,14.72,25.59,19.49,10.35,68.78,95.75
NSW,2023-01-31,12.77,28.06,17.73,20.8,53.55,95.67
NSW,2023-02-01,4.8,29.21,16.05,27.51,45.59,94.21
NSW,2023-02-02,0.24,29.12,15.19,25.8,43.38,93.83
NSW,2023-02-03,0.98,25.05,13.46,25.51,38.83,77.09
NSW,2023-02-04,0.52,24.17,11.02,25.54,35.24,78.53
NSW,2023-02-05,0.07,28.52,10.4,28.74,32.77,90.68
NSW,2023-02-06,0.01,30.35,13.82,27.88,38.13,94.76
NSW,2023-02-07,0.04,29.99,15.94,24.48,43.99,93.9
NSW,2023-02-08,1.01,28.47,16.55,20.55,46.74,89.9
NSW,2023-02-09,7.23,25.88,17.0,14.4,57.19,91.63
NSW,2023-02-10,7.04,30.64,14.46,26.47,42.25,96.13
NSW,2023-02-11,0.47,33.21,15.47,27.18,35.24,90.65
NSW,2023-02-12,0.01,29.88,15.47,26.58,36.92,83.86
NSW,2023-02-13,0.3,26.76,15.05,20.03,46.38,87.95
NSW,2023-02-14,1.81,25.94,15.12,18.05,49.33,88.73
NSW,2023-02-15,5.3,28.85,14.54,25.07,43.06,94.3
NSW,2023-02-16,0.26,31.59,14.35,26.44,35.89,90.95
NSW,2023-02-17,0.12,33.56,16.25,25.28,34.57,87.23
NSW,2023-02-18,0.39,34.36,17.56,24.41,34.26,85.33
NSW,2023-02-19,3.15,30.94,15.49,24.51,40.11,92.69
NSW,2023-02-20,0.23,32.29,16.64,24.19,40.82,92.45
NSW,2023-02-21,0.91,30.69,17.82,20.25,46.48,90.8
NSW,2023-02-22,7.81,24.95,16.21,16.68,54.3,85.82
NSW,2023-02-23,5.86,25.81,14.01,19.64,46.21,88.65
NSW,2023-02-24,2.69,27.16,13.93,22.67,42.93,90.11
NSW,2023-02-25,0.74,28.76,13.76,23.74,39.53,89.95
NSW,2023-02-26,0.05,30.6,14.83,22.45,37.1,89.3
NSW,2023-02-27,0.05,29.81,15.17,21.88,40.12,89.94
NSW,2023-02-28,1.61,29.59,15.83,20.51,44.52,92.89
NSW,2023-03-01,0.89,29.16,15.44,21.93,42.45,89.28
NSW,2023-03-02,1.07,28.56,15.41,20.96,45.32,94.04
NSW,2023-03-03,1.18,28.47,15.24,19.93,47.58,95.06
NSW,2023-03-04,0.82,28.38,15.81,18.93,46.59,91.67
NSW,2023-03-05,0.82,31.26,15.51,22.27,38.33,90.38
NSW,2023-03-06,2.14,31.77,16.86,23.6,37.64,86.5
NSW,2023-03-07,0.09,29.94,16.19,22.29,33.77,76.19
NSW,2023-03-08,0.23,26.28,13.62,17.74,38.81,80.58
NSW,2023-03-09,0.46,25.37,11.04,21.43,36.16,85.59
NSW,2023-03-10,0.02,27.98,9.93,21.19,36.01,93.78
NSW,2023-03-11,0.12,28.83,13.34,18.26,43.02,96.19
NSW,2023-03-12,4.97,27.66,15.62,16.21,50.63,94.99
NSW,2023-03-13,7.18,24.92,15.4,14.2,55.83,94.06
NSW,2023-03-14,5.42,26.56,15.31,16.3,53.11,96.77
NSW,2023-03-15,3.0,29.66,15.23,20.21,46.08,97.46
NSW,2023-03-16,0.4,32.69,14.93,21.97,34.36,90.19
NSW,2023-03-17,0.02,31.31,14.87,21.27,34.82,88.49
NSW,2023-03-18,0.04,33.57,14.03,21.58,32.88,91.12
NSW,2023-03-19,0.01,35.29,15.76,20.78,31.31,86.68
NSW,2023-03-20,0.07,27.99,16.25,15.83,48.7,86.0
NSW,2023-03-21,0.99,23.59,16.03,10.74,55.53,85.05
NSW,2023-03-22,4.52,25.34,15.44,12.67,55.55,95.28
NSW,2023-03-23,3.92,26.58,15.89,12.49,56.06,96.81
NSW,2023-03-24,9.71,27.35,14.34,17.43,49.48,97.77
NSW,2023-03-25,3.49,24.02,15.96,10.7,62.05,95.48
NSW,2023-03-26,5.52,25.43,15.25,14.17,54.57,95.87
NSW,2023-03-27,3.69,25.0,16.5,10.28,61.54,95.35
NSW,2023-03-28,4.48,25.94,16.76,10.56,58.25,95.93
NSW,2023-03-29,14.21,23.54,16.54,11.53,66.41,98.27
NSW,2023-03-30,6.64,21.57,11.3,17.35,50.76,94.36
NSW,2023-03-31,0.42,21.66,8.32,16.27,43.73,94.5
NSW,2023-04-01,1.12,20.91,9.04,15.21,48.75,94.55
NSW,2023-04-02,2.21,21.84,9.25,15.3,50.65,98.31
NSW,2023-04-03,2.28,23.81,10.95,15.44,51.77,98.55
NSW,2023-04-04,2.54,24.85,12.17,15.91,50.19,97.81
NSW,2023-04-05,1.45,25.15,11.12,16.72,48.3,97.99
NSW,2023-04-06,0.65,23.84,12.36,13.2,52.28,94.84
NSW,2023-04-07,3.44,22.53,13.46,10.27,60.31,96.84
NSW,2023-04-08,8.01,20.57,11.9,13.57,53.64,89.42
NSW,2023-04-09,0.45,18.55,9.92,15.88,45.59,78.85
NSW,2023-04-10,0.41,18.11,6.66,15.72,43.42,88.72
NSW,2023-04-11,0.23,20.21,5.48,15.93,43.28,96.34
NSW,2023-04-12,0.66,20.59,8.52,10.83,51.55,95.93
NSW,2023-04-13,3.49,20.65,10.15,12.69,56.61,99.09
NSW,2023-04-14,3.73,22.07,10.04,14.79,53.75,99.2
NSW,2023-04-15,0.87,23.14,9.14,14.02,49.16,97.55
NSW,2023-04-16,3.46,21.1,13.21,10.12,60.45,93.11
NSW,2023-04-17,1.35,21.11,7.43,15.53,46.59,95.88
NSW,2023-04-18,0.15,22.4,8.2,15.3,48.63,98.37
NSW,2023-04-19,0.14,22.97,8.89,14.92,49.54,98.69
NSW,2023-04-20,1.34,20.18,9.8,12.02,55.52,94.55
NSW,2023-04-21,2.21,21.37,8.78,14.26,50.66,96.63
NSW,2023-04-22,0.84,22.08,8.37,13.66,50.41,98.47
NSW,2023-04-23,0.45,22.31,9.28,12.69,54.51,98.54
NSW,2023-04-24,2.03,22.82,11.06,13.5,52.68,97.54
NSW,2023-04-25,0.79,23.16,10.18,14.23,50.88,97.95
NSW,2023-04-26,0.5,22.7,9.12,13.82,50.21,98.06
NSW,2023-04-27,0.73,23.53,10.72,13.61,49.0,94.89
NSW,2023-04-28,0.69,23.82,11.15,12.34,49.21,93.7
NSW,2023-04-29,4.31,17.56,11.71,7.13,73.85,97.15
NSW,2023-04-30,15.07,16.34,9.47,9.41,65.98,96.06
NSW,2023-05-01,3.8,17.12,7.47,11.31,57.52,96.78
NSW,2023-05-02,0.17,19.11,8.11,11.29,52.16,95.46
NSW,2023-05-03,1.14,19.59,8.4,12.58,53.5,97.25
NSW,2023-05-04,0.93,18.29,5.0,13.91,45.0,93.98
NSW,2023-05-05,0.1,19.05,3.7,13.61,45.45,98.46
NSW,2023-05-06,0.17,18.63,4.08,12.25,49.64,98.3
NSW,2023-05-07,1.83,13.97,5.38,9.78,60.85,96.82
NSW,2023-05-08,3.18,14.4,2.88,12.92,42.55,87.67
NSW,2023-05-09,0.24,16.95,3.58,12.78,46.34,94.57
NSW,2023-05-10,0.04,18.59,3.64,13.38,43.9,96.48
NSW,2023-05-11,0.08,19.92,4.22,12.96,45.75,99.0
NSW,2023-05-12,0.34,20.95,4.92,12.62,45.05,98.97
NSW,2023-05-13,0.15,20.14,5.41,11.54,49.35,99.31
NSW,2023-05-14,0.95,19.34,6.87,11.04,54.36,98.91
NSW,2023-05-15,1.97,19.73,6.86,10.97,55.07,99.76
NSW,2023-05-16,5.37,19.13,6.36,11.25,53.19,99.2
NSW,2023-05-17,2.22,16.14,5.15,10.87,52.39,94.86
NSW,2023-05-18,1.2,15.7,3.55,11.22,49.72,97.29
NSW,2023-05-19,0.3,15.71,1.75,12.38,44.72,95.77
NSW,2023-05-20,0.04,15.45,1.95,10.47,49.98,98.24
NSW,2023-05-21,0.85,15.87,5.03,10.15,50.97,94.39
NSW,2023-05-22,0.16,17.53,1.7,12.29,41.19,96.57
NSW,2023-05-23,0.01,18.78,1.1,12.17,36.76,96.82
NSW,2023-05-24,0.03,19.33,1.17,12.12,35.97,95.49
NSW,2023-05-25,0.03,19.75,2.93,10.38,35.04,92.26
NSW,2023-05-26,2.03,15.18,6.29,9.2,53.44,88.6
NSW,2023-05-27,1.39,14.26,2.17,10.34,53.47,97.73
NSW,2023-05-28,0.12,14.39,2.43,9.45,52.4,97.26
NSW,2023-05-29,1.34,16.79,4.46,10.58,51.93,98.03
NSW,2023-05-30,0.25,17.9,4.14,10.47,51.02,98.46
NSW,2023-05-31,0.18,18.51,6.73,9.01,54.58,97.95
NSW,2023-06-01,0.23,20.19,8.65,10.04,50.95,95.4
NSW,2023-06-02,0.04,20.15,6.17,10.3,49.35,98.4
NSW,2023-06-03,0.19,21.42,8.23,10.38,51.49,98.53
NSW,2023-06-04,0.49,18.25,9.04,8.19,62.21,96.99
NSW,2023-06-05,1.94,16.54,10.23,7.69,64.0,93.14
NSW,2023-06-06,2.79,18.45,9.61,8.7,62.08,98.07
NSW,2023-06-07,0.93,19.62,8.95,9.5,58.84,99.29
NSW,2023-06-08,3.87,16.35,9.23,6.93,71.09,97.7
NSW,2023-06-09,3.63,16.13,6.28,10.02,56.99,97.03
NSW,2023-06-10,0.34,16.26,2.69,11.05,49.94,98.15
NSW,2023-06-11,0.03,16.91,1.74,11.04,46.34,99.28
NSW,2023-06-12,0.1,16.61,2.96,9.09,50.85,99.06
NSW,2023-06-13,0.86,17.07,5.45,8.61,59.36,99.33
NSW,2023-06-14,2.73,14.76,4.66,10.24,55.8,96.09
NSW,2023-06-15,0.24,14.97,2.67,10.15,51.52,97.68
NSW,2023-06-16,0.2,16.55,2.05,10.94,46.89,98.48
NSW,2023-06-17,0.03,16.77,1.45,11.06,45.64,97.84
NSW,2023-06-18,0.42,15.43,2.43,9.94,50.81,97.75
NSW,2023-06-19,0.44,13.89,1.06,9.9,48.9,97.08
NSW,2023-06-20,1.94,11.78,0.57,10.3,49.04,93.76
NSW,2023-06-21,0.12,13.99,-1.76,10.71,40.46,97.52
NSW,2023-06-22,0.29,13.63,2.31,6.81,52.69,97.25
NSW,2023-06-23,7.83,14.9,6.46,9.53,64.38,98.94
NSW,2023-06-24,1.16,16.09,3.36,10.91,46.81,94.97
NSW,2023-06-25,0.37,16.65,3.0,11.11,41.38,92.86
NSW,2023-06-26,0.69,15.47,3.64,10.36,43.28,86.24
NSW,2023-06-27,0.48,14.32,3.03,8.96,52.49,95.35
NSW,2023-06-28,1.73,11.55,6.39,5.31,73.64,95.28
NSW,2023-06-29,2.66,12.31,4.67,9.98,59.62,93.92
NSW,2023-06-30,0.28,13.43,3.01,9.82,53.22,94.14
NSW,2023-07-01,0.44,14.14,4.34,9.5,57.8,97.37
NSW,2023-07-02,0.16,15.01,2.37,10.67,48.94,97.24
NSW,2023-07-03,0.3,15.0,3.81,8.34,55.54,98.93
NSW,2023-07-04,4.65,13.7,7.52,5.51,79.04,99.96
NSW,2023-07-05,6.6,15.63,9.14,8.47,73.65,99.49
NSW,2023-07-06,0.56,13.94,5.41,8.94,60.88,96.24
NSW,2023-07-07,1.78,14.19,5.21,9.98,59.51,97.2
NSW,2023-07-08,0.59,15.07,4.43,10.46,49.16,91.23
NSW,2023-07-09,1.98,15.17,5.49,10.38,52.91,91.27
NSW,2023-07-10,0.67,15.41,5.02,10.27,54.95,95.56
NSW,2023-07-11,0.15,16.49,2.6,11.31,47.66,98.0
NSW,2023-07-12,0.05,17.23,1.74,11.36,46.64,99.62
NSW,2023-07-13,0.04,17.89,1.72,11.71,43.49,97.81
NSW,2023-07-14,0.05,18.6,2.47,11.5,42.1,97.25
NSW,2023-07-15,0.02,19.32,4.59,10.75,45.44,97.46
NSW,2023-07-16,0.22,17.37,5.45,10.16,52.53,97.13
NSW,2023-07-17,1.5,17.92,4.28,10.86,50.96,99.12
NSW,2023-07-18,0.61,17.31,4.71,9.97,55.45,99.42
NSW,2023-07-19,0.38,14.94,2.42,12.27,47.28,94.08
NSW,2023-07-20,0.03,16.22,-1.29,11.68,36.89,96.52
NSW,2023-07-21,0.59,15.2,2.47,10.19,52.33,97.63
NSW,2023-07-22,0.15,14.6,0.47,12.06,44.97,96.68
NSW,2023-07-23,0.07,15.35,0.87,11.67,46.09,98.7
NSW,2023-07-24,1.44,16.15,2.55,11.74,50.45,98.86
NSW,2023-07-25,0.22,17.27,1.95,12.27,45.62,98.09
NSW,2023-07-26,0.13,18.04,1.99,12.34,45.08,98.82
NSW,2023-07-27,0.09,18.67,1.65,12.79,41.77,98.49
NSW,2023-07-28,0.74,18.96,4.04,10.4,47.91,98.06
NSW,2023-07-29,1.12,20.53,6.11,11.65,47.92,98.42
NSW,2023-07-30,0.18,20.34,5.98,12.1,49.79,98.62
NSW,2023-07-31,0.11,18.96,6.54,12.68,49.5,95.99
NSW,2023-08-01,0.03,18.75,4.55,13.14,45.89,96.53
NSW,2023-08-02,0.18,18.67,3.72,12.4,50.45,99.05
NSW,2023-08-03,0.27,20.24,4.49,13.42,46.12,98.97
NSW,2023-08-04,0.1,20.83,5.03,13.07,42.59,96.27
NSW,2023-08-05,1.8,17.32,6.91,10.68,56.01,96.59
NSW,2023-08-06,1.57,16.9,4.79,11.62,54.35,97.32
NSW,2023-08-07,1.11,16.88,4.24,12.23,53.07,98.69
NSW,2023-08-08,0.76,17.57,3.7,13.21,50.21,99.22
NSW,2023-08-09,0.19,18.76,3.17,14.22,45.71,99.08
NSW,2023-08-10,0.5,18.48,4.46,12.67,46.02,95.66
NSW,2023-08-11,0.42,17.96,2.11,14.16,41.84,97.15
NSW,2023-08-12,0.03,18.49,2.33,12.28,42.15,96.79
NSW,2023-08-13,0.63,17.57,5.72,11.02,52.92,95.85
NSW,2023-08-14,5.35,16.64,7.46,10.15,63.18,96.97
NSW,2023-08-15,2.58,15.97,5.0,13.34,55.81,98.5
NSW,2023-08-16,0.6,17.1,2.45,14.37,49.31,99.54
NSW,2023-08-17,0.18,18.35,2.6,12.41,43.13,95.72
NSW,2023-08-18,5.31,14.79,7.46,12.28,64.59,95.9
NSW,2023-08-19,1.05,15.21,3.82,13.35,45.48,87.39
NSW,2023-08-20,0.25,18.85,5.13,14.72,48.51,97.6
NSW,2023-08-21,0.08,20.24,4.16,15.49,43.62,98.48
NSW,2023-08-22,0.36,21.58,5.91,13.23,43.63,96.26
NSW,2023-08-23,2.9,17.62,6.01,14.72,51.15,96.05
NSW,2023-08-24,0.19,18.58,4.56,15.28,49.91,98.8
NSW,2023-08-25,0.05,20.23,3.13,16.37,41.12,96.6
NSW,2023-08-26,0.01,20.32,3.52,16.12,43.23,97.67
NSW,2023-08-27,0.14,20.6,5.36,15.31,47.33,98.53
NSW,2023-08-28,0.66,20.29,6.65,14.44,50.27,98.29
NSW,2023-08-29,1.63,21.44,5.55,16.07,45.42,98.82
NSW,2023-08-30,0.4,21.44,6.44,13.44,47.05,97.96
NSW,2023-08-31,3.96,18.6,6.03,15.84,52.46,98.54
NSW,2023-09-01,0.28,17.95,4.98,16.66,49.25,97.56
NSW,2023-09-02,0.1,18.63,3.09,17.56,40.82,95.86
NSW,2023-09-03,0.01,20.6,3.89,17.68,42.43,98.17
NSW,2023-09-04,0.32,23.33,6.12,16.43,40.25,94.97
NSW,2023-09-05,0.39,20.89,8.64,17.73,40.95,84.8
NSW,2023-09-06,0.14,21.56,3.02,18.46,32.51,92.37
NSW,2023-09-07,0.11,25.28,5.38,16.69,32.32,93.25
NSW,2023-09-08,4.8,16.81,9.32,13.24,55.69,86.77
NSW,2023-09-09,1.66,15.34,2.62,18.0,41.19,87.74
NSW,2023-09-10,0.13,16.92,1.07,17.43,41.4,95.91
NSW,2023-09-11,0.09,18.86,2.42,18.43,42.51,98.63
NSW,2023-09-12,0.04,20.57,3.72,17.84,41.6,97.87
NSW,2023-09-13,0.03,22.68,4.2,19.42,39.05,97.91
NSW,2023-09-14,0.04,24.81,5.55,19.65,36.02,96.66
NSW,2023-09-15,0.03,26.21,7.36,19.28,31.17,90.34
NSW,2023-09-16,0.01,28.0,7.43,20.22,28.41,89.26
NSW,2023-09-17,0.01,28.59,8.23,20.39,27.66,85.78
NSW,2023-09-18,0.03,30.67,9.16,20.17,24.22,82.01
NSW,2023-09-19,0.0,29.99,11.19,20.42,25.19,73.54
NSW,2023-09-20,0.0,27.59,12.6,20.32,29.12,67.43
NSW,2023-09-21,0.33,21.93,9.18,19.75,39.23,82.6
NSW,2023-09-22,0.51,19.52,6.37,19.07,41.94,89.82
NSW,2023-09-23,0.17,20.76,4.9,19.2,40.89,95.69
NSW,2023-09-24,0.05,22.45,6.21,20.2,39.38,94.73
NSW,2023-09-25,0.02,24.89,6.64,20.24,35.34,93.8
NSW,2023-09-26,0.08,25.04,8.87,18.33,39.47,94.44
NSW,2023-09-27,1.08,24.8,9.59,18.89,43.38,94.42
NSW,2023-09-28,2.42,24.11,9.54,18.92,46.16,96.1
NSW,2023-09-29,0.68,27.12,7.14,22.26,35.11,95.65
NSW,2023-09-30,0.04,28.55,7.31,22.33,30.55,92.6
NSW,2023-10-01,0.0,30.97,11.66,21.55,24.78,77.29
NSW,2023-10-02,0.01,28.98,11.06,20.77,31.33,84.86
NSW,2023-10-03,0.22,29.2,14.41,17.67,34.7,79.24
NSW,2023-10-04,4.67,21.77,14.89,10.2,55.2,80.88
NSW,2023-10-05,17.73,18.2,8.07,20.28,44.42,84.19
NSW,2023-10-06,0.27,19.78,6.13,19.91,42.75,92.23
NSW,2023-10-07,0.58,19.8,6.75,21.69,41.45,91.01
NSW,2023-10-08,0.31,21.64,6.59,22.69,41.84,96.38
NSW,2023-10-09,0.09,23.98,6.53,23.3,38.37,96.56
NSW,2023-10-10,0.06,23.59,8.38,21.51,41.82,95.62
NSW,2023-10-11,0.08,25.89,9.06,24.06,39.18,95.17
NSW,2023-10-12,0.03,28.24,9.0,21.05,31.3,89.97
NSW,2023-10-13,2.52,20.87,7.89,22.13,38.31,83.6
NSW,2023-10-14,0.26,23.68,7.92,22.96,38.8,93.95
NSW,2023-10-15,0.01,24.09,7.32,22.5,37.7,92.39
NSW,2023-10-16,0.72,22.63,9.46,20.19,43.87,90.99
NSW,2023-10-17,1.6,20.13,5.6,22.71,35.72,84.98
NSW,2023-10-18,0.49,22.56,7.72,22.75,40.39,93.09
NSW,2023-10-19,0.12,25.12,9.28,24.09,37.98,93.12
NSW,2023-10-20,0.04,27.96,9.16,25.66,34.87,93.17
NSW,2023-10-21,0.0,29.3,11.31,23.93,36.58,91.25
NSW,2023-10-22,0.08,25.09,11.86,24.56,36.0,79.8
NSW,2023-10-23,0.05,25.42,8.48,26.37,30.98,84.61
NSW,2023-10-24,0.0,29.7,8.16,25.68,27.12,87.69
NSW,2023-10-25,0.01,24.1,11.47,24.92,36.45,76.69
NSW,2023-10-26,0.77,18.3,7.48,18.55,43.03,80.76
NSW,2023-10-27,8.79,19.15,6.99,20.41,46.38,93.84
NSW,2023-10-28,3.35,21.86,7.15,23.63,39.92,92.8
NSW,2023-10-29,0.13,26.23,7.13,25.6,31.57,91.31
NSW,2023-10-30,0.01,28.56,10.62,21.45,26.72,77.17
NSW,2023-10-31,0.07,25.44,12.36,26.32,29.04,66.12
NSW,2023-11-01,0.06,22.98,8.13,24.3,37.3,87.84
NSW,2023-11-02,0.05,24.81,8.98,25.1,37.29,92.34
NSW,2023-11-03,0.08,25.06,11.23,21.0,42.87,91.7
NSW,2023-11-04,2.23,23.78,11.74,18.19,50.73,94.2
NSW,2023-11-05,10.7,22.28,12.58,16.97,55.91,93.37
NSW,2023-11-06,4.78,24.65,11.38,22.2,43.43,90.49
NSW,2023-11-07,1.07,26.56,11.54,23.89,40.23,91.86
NSW,2023-11-08,0.75,27.25,13.01,21.6,42.22,93.19
